Booking_ID,Customer_ID,Professional_ID,City,Service_Category,Booking_Date,Time_Slot,Service_Price,Distance_km,Response_Time_Min,Service_Duration_Min,Booking_Status,Cancellation_Reason,Customer_Rating,Professional_Rating,Customer_Type,Payment_Method,Booking_Month,Booking_Day,Is_Weekend,Completed_Flag,Cancelled_Flag
B00043,C8041,P854,Delhi,Appliance Repair,2026-01-01 07:15:28.405136,2-4 PM,1081,3.32,8.4,171,Completed,None,4.9,4.6,New,UPI,1,Thursday,False,1,0
B00044,C7235,P940,Mumbai,Electrician,2026-01-01 07:25:50.510020,6-8 PM,592,3.11,9.3,107,Completed,None,4.9,4.3,Returning,Credit Card,1,Thursday,False,1,0
B00045,C6486,P248,Delhi,Salon,2026-01-01 07:36:12.614904,4-6 PM,898,12.23,16.5,74,Completed,None,4.4,3.7,New,Cash,1,Thursday,False,1,0
B00046,C8099,P605,Bengaluru,Salon,2026-01-01 07:46:34.719788,8-10 PM,739,7.93,13.9,79,Completed,None,4.7,3.8,Returning,UPI,1,Thursday,False,1,0
B00047,C1775,P109,Bengaluru,Electrician,2026-01-01 07:56:56.824672,8-10 PM,455,0.5,7.4,79,Cancelled,Slot Not Available,,4.7,New,UPI,1,Thursday,False,0,1
B00048,C9226,P743,Delhi,Cleaning,2026-01-01 08:07:18.929557,4-6 PM,676,7.43,13.1,148,Completed,None,4.2,4.3,Returning,Cash,1,Thursday,False,1,0
B00049,C4152,P601,Nagpur,Cleaning,2026-01-01 08:17:41.034441,6-8 PM,841,1.1,9.4,84,Completed,None,4.8,4.0,Returning,UPI,1,Thursday,False,1,0
B00050,C2585,P161,Hyderabad,Appliance Repair,2026-01-01 08:28:03.139325,2-4 PM,1126,1.55,7.2,97,Rescheduled,None,,4.3,Returning,UPI,1,Thursday,False,0,0
B00051,C4943,P487,Delhi,Cleaning,2026-01-01 08:38:25.244209,2-4 PM,559,0.99,6.8,101,Completed,None,4.4,4.0,New,Debit Card,1,Thursday,False,1,0
B00052,C8555,P994,Hyderabad,Plumbing,2026-01-01 08:48:47.349093,10-12 PM,654,2.14,6.4,78,Completed,None,5.0,4.3,Returning,UPI,1,Thursday,False,1,0
B00053,C4073,P873,Delhi,Salon,2026-01-01 08:59:09.453978,4-6 PM,1093,4.05,17.0,115,Completed,None,4.6,3.6,Returning,UPI,1,Thursday,False,1,0
B00054,C2021,P829,Hyderabad,Electrician,2026-01-01 09:09:31.558862,12-2 PM,695,5.1,11.5,102,Completed,None,4.9,4.2,Returning,Debit Card,1,Thursday,False,1,0
B00055,C4843,P331,Pune,Electrician,2026-01-01 09:19:53.663746,8-10 AM,613,10.09,12.5,98,Rescheduled,None,,4.6,New,Cash,1,Thursday,False,0,0
B00056,C8989,P947,Mumbai,Appliance Repair,2026-01-01 09:30:15.768630,8-10 AM,905,7.37,6.2,109,Completed,None,4.5,4.1,Returning,UPI,1,Thursday,False,1,0
B00057,C7873,P683,Mumbai,Cleaning,2026-01-01 09:40:37.873514,6-8 PM,736,1.11,10.4,77,Completed,None,4.8,3.8,Returning,UPI,1,Thursday,False,1,0
B00058,C6675,P627,Nagpur,AC Repair,2026-01-01 09:50:59.978399,10-12 PM,1304,2.73,6.6,93,Rescheduled,None,,4.2,New,Credit Card,1,Thursday,False,0,0
B00059,C1161,P649,Delhi,Plumbing,2026-01-01 10:01:22.083283,6-8 PM,630,2.94,11.6,90,Completed,None,4.6,4.3,Returning,Debit Card,1,Thursday,False,1,0
B00060,C5297,P788,Nagpur,Appliance Repair,2026-01-01 10:11:44.188167,8-10 PM,1038,6.55,17.7,162,Completed,None,4.7,4.9,Returning,UPI,1,Thursday,False,1,0
B00061,C1995,P544,Nagpur,Salon,2026-01-01 10:22:06.293051,12-2 PM,796,9.48,12.0,85,Completed,None,4.5,4.6,New,UPI,1,Thursday,False,1,0
B00062,C8629,P420,Delhi,Cleaning,2026-01-01 10:32:28.397935,6-8 PM,767,1.18,8.4,138,Completed,None,4.9,4.4,New,Credit Card,1,Thursday,False,1,0
B00063,C2016,P993,Hyderabad,Cleaning,2026-01-01 10:42:50.502820,2-4 PM,685,8.8,15.4,116,Completed,None,3.8,4.0,Returning,UPI,1,Thursday,False,1,0
B00064,C8869,P182,Delhi,AC Repair,2026-01-01 10:53:12.607704,6-8 PM,1116,1.79,6.0,152,Completed,None,4.4,4.3,New,Debit Card,1,Thursday,False,1,0
B00065,C7439,P533,Delhi,Plumbing,2026-01-01 11:03:34.712588,12-2 PM,774,3.19,8.1,108,Completed,None,4.6,4.2,Returning,UPI,1,Thursday,False,1,0
B00066,C8892,P116,Bengaluru,Plumbing,2026-01-01 11:13:56.817472,8-10 PM,799,1.07,10.0,124,Completed,None,4.4,4.7,Returning,Credit Card,1,Thursday,False,1,0
B00067,C7863,P468,Hyderabad,Cleaning,2026-01-01 11:24:18.922356,8-10 PM,474,9.65,19.6,124,Cancelled,Long Response Time,,5.0,New,Debit Card,1,Thursday,False,0,1
B00068,C8916,P767,Mumbai,Electrician,2026-01-01 11:34:41.027241,2-4 PM,549,7.55,6.4,49,Completed,None,4.6,4.3,Returning,Credit Card,1,Thursday,False,1,0
B00069,C9529,P783,Hyderabad,Plumbing,2026-01-01 11:45:03.132125,10-12 PM,576,5.73,8.7,45,Completed,None,4.7,4.5,Returning,Credit Card,1,Thursday,False,1,0
B00070,C1878,P681,Nagpur,AC Repair,2026-01-01 11:55:25.237009,6-8 PM,1176,3.07,11.1,106,Completed,None,4.0,4.4,New,UPI,1,Thursday,False,1,0
B00071,C5887,P682,Delhi,Plumbing,2026-01-01 12:05:47.341893,4-6 PM,713,0.82,10.5,122,Completed,None,4.7,4.4,New,Credit Card,1,Thursday,False,1,0
B00072,C5859,P354,Bengaluru,Electrician,2026-01-01 12:16:09.446777,8-10 PM,411,3.09,12.8,118,Completed,None,4.2,4.8,Returning,Debit Card,1,Thursday,False,1,0
B00073,C7331,P555,Bengaluru,Salon,2026-01-01 12:26:31.551662,6-8 PM,1020,2.06,7.6,75,Completed,None,5.0,3.9,New,Debit Card,1,Thursday,False,1,0
B00074,C9571,P742,Delhi,Appliance Repair,2026-01-01 12:36:53.656546,6-8 PM,911,6.15,8.8,142,Rescheduled,None,,4.0,New,Credit Card,1,Thursday,False,0,0
B00075,C9684,P660,Delhi,Cleaning,2026-01-01 12:47:15.761430,6-8 PM,601,12.52,19.1,101,Completed,None,4.2,4.0,Returning,Cash,1,Thursday,False,1,0
B00076,C8208,P632,Delhi,Appliance Repair,2026-01-01 12:57:37.866314,12-2 PM,1052,1.51,14.1,160,Completed,None,4.6,4.4,Returning,UPI,1,Thursday,False,1,0
B00077,C6276,P491,Pune,Electrician,2026-01-01 13:07:59.971198,8-10 PM,762,4.95,18.1,46,Completed,None,4.3,4.5,Returning,Credit Card,1,Thursday,False,1,0
B00078,C3062,P419,Pune,Plumbing,2026-01-01 13:18:22.076083,2-4 PM,699,0.86,12.1,139,Completed,None,5.0,3.8,Returning,UPI,1,Thursday,False,1,0
B00079,C1064,P319,Nagpur,Cleaning,2026-01-01 13:28:44.180967,2-4 PM,704,2.11,9.6,130,Completed,None,4.7,4.1,Returning,Debit Card,1,Thursday,False,1,0
B00080,C9006,P798,Nagpur,Appliance Repair,2026-01-01 13:39:06.285851,10-12 PM,910,2.34,7.5,141,Completed,None,4.6,5.0,Returning,Debit Card,1,Thursday,False,1,0
B00081,C3568,P513,Pune,Salon,2026-01-01 13:49:28.390735,12-2 PM,897,3.45,11.6,76,Completed,None,4.2,4.5,Returning,Debit Card,1,Thursday,False,1,0
B00082,C6463,P131,Delhi,Electrician,2026-01-01 13:59:50.495619,8-10 AM,537,12.17,11.8,73,Completed,None,4.1,4.0,Returning,UPI,1,Thursday,False,1,0
B00083,C3027,P814,Mumbai,Appliance Repair,2026-01-01 14:10:12.600504,4-6 PM,828,2.08,10.9,149,Cancelled,Slot Not Available,,4.2,Returning,UPI,1,Thursday,False,0,1
B00084,C3695,P887,Delhi,Salon,2026-01-01 14:20:34.705388,4-6 PM,917,1.64,10.1,66,Completed,None,4.6,4.0,New,UPI,1,Thursday,False,1,0
B00085,C6258,P853,Mumbai,Appliance Repair,2026-01-01 14:30:56.810272,2-4 PM,1120,9.77,12.3,174,Completed,None,4.6,3.8,Returning,Cash,1,Thursday,False,1,0
B00086,C6618,P115,Bengaluru,Plumbing,2026-01-01 14:41:18.915156,8-10 PM,616,1.96,7.5,131,Completed,None,5.0,4.2,Returning,UPI,1,Thursday,False,1,0
B00087,C7736,P508,Nagpur,Plumbing,2026-01-01 14:51:41.020040,6-8 PM,857,3.72,9.5,90,Completed,None,5.0,4.0,Returning,UPI,1,Thursday,False,1,0
B00088,C1391,P927,Delhi,Appliance Repair,2026-01-01 15:02:03.124924,12-2 PM,948,1.89,8.8,172,Completed,None,4.1,4.2,New,UPI,1,Thursday,False,1,0
B00089,C6892,P272,Delhi,AC Repair,2026-01-01 15:12:25.229809,2-4 PM,1092,2.95,8.0,88,Completed,None,5.0,4.6,Returning,UPI,1,Thursday,False,1,0
B00090,C4561,P748,Pune,AC Repair,2026-01-01 15:22:47.334693,4-6 PM,1480,2.32,13.1,100,Completed,None,4.7,4.6,New,UPI,1,Thursday,False,1,0
B00091,C7184,P278,Mumbai,Plumbing,2026-01-01 15:33:09.439577,4-6 PM,660,9.11,14.1,146,Completed,None,3.9,4.3,Returning,UPI,1,Thursday,False,1,0
B00092,C4099,P970,Pune,AC Repair,2026-01-01 15:43:31.544461,12-2 PM,1167,1.9,5.6,71,Cancelled,Slot Not Available,,4.3,New,UPI,1,Thursday,False,0,1
B00093,C7278,P672,Delhi,Cleaning,2026-01-01 15:53:53.649345,12-2 PM,711,2.79,9.6,114,Rescheduled,None,,4.1,New,UPI,1,Thursday,False,0,0
B00094,C9392,P596,Delhi,Cleaning,2026-01-01 16:04:15.754230,12-2 PM,713,1.98,7.3,124,Completed,None,5.0,4.5,New,UPI,1,Thursday,False,1,0
B00095,C4104,P203,Bengaluru,Cleaning,2026-01-01 16:14:37.859114,8-10 PM,634,12.88,16.4,88,Completed,None,3.9,4.6,Returning,UPI,1,Thursday,False,1,0
B00096,C8215,P416,Pune,Cleaning,2026-01-01 16:24:59.963998,12-2 PM,707,4.12,6.7,113,Completed,None,4.6,4.0,New,Debit Card,1,Thursday,False,1,0
B00097,C3454,P806,Pune,Electrician,2026-01-01 16:35:22.068882,2-4 PM,535,4.96,14.0,79,Cancelled,Price Too High,,4.0,Returning,UPI,1,Thursday,False,0,1
B00098,C9996,P867,Nagpur,Cleaning,2026-01-01 16:45:44.173766,6-8 PM,546,6.54,11.6,93,Cancelled,Slot Not Available,,4.6,Returning,Cash,1,Thursday,False,0,1
B00099,C3731,P687,Nagpur,Salon,2026-01-01 16:56:06.278651,10-12 PM,824,3.48,6.6,63,Completed,None,4.7,4.1,New,Credit Card,1,Thursday,False,1,0
B00100,C9154,P882,Pune,AC Repair,2026-01-01 17:06:28.383535,4-6 PM,1084,6.03,14.6,143,Completed,None,3.9,4.4,Returning,UPI,1,Thursday,False,1,0
B00101,C6056,P280,Nagpur,Appliance Repair,2026-01-01 17:16:50.488419,4-6 PM,984,4.88,12.1,65,Completed,None,4.6,5.0,New,UPI,1,Thursday,False,1,0
B00102,C9110,P231,Bengaluru,Salon,2026-01-01 17:27:12.593303,8-10 AM,821,3.38,4.9,67,Completed,None,4.6,4.1,New,Credit Card,1,Thursday,False,1,0
B00103,C4840,P762,Mumbai,Electrician,2026-01-01 17:37:34.698187,10-12 PM,812,4.2,7.5,57,Completed,None,4.7,5.0,New,Debit Card,1,Thursday,False,1,0
B00104,C2028,P254,Mumbai,AC Repair,2026-01-01 17:47:56.803072,2-4 PM,1227,5.41,11.2,100,Completed,None,4.9,4.2,Returning,UPI,1,Thursday,False,1,0
B00105,C8385,P458,Bengaluru,Cleaning,2026-01-01 17:58:18.907956,6-8 PM,447,3.11,16.1,94,Completed,None,4.3,4.2,New,Debit Card,1,Thursday,False,1,0
B00106,C1502,P334,Bengaluru,Cleaning,2026-01-01 18:08:41.012840,6-8 PM,535,0.6,11.2,100,Completed,None,4.8,4.3,Returning,Cash,1,Thursday,False,1,0
B00107,C7910,P859,Bengaluru,AC Repair,2026-01-01 18:19:03.117724,6-8 PM,1204,3.27,7.1,132,Completed,None,4.4,4.7,New,Credit Card,1,Thursday,False,1,0
B00108,C7938,P264,Pune,Cleaning,2026-01-01 18:29:25.222608,6-8 PM,769,1.17,5.1,66,Completed,None,4.4,5.0,Returning,UPI,1,Thursday,False,1,0
B00109,C5488,P816,Delhi,Plumbing,2026-01-01 18:39:47.327493,4-6 PM,690,2.49,13.4,124,Completed,None,4.1,4.0,Returning,UPI,1,Thursday,False,1,0
B00110,C1206,P526,Hyderabad,AC Repair,2026-01-01 18:50:09.432377,4-6 PM,1258,7.12,11.7,161,Completed,None,4.3,4.5,Returning,Credit Card,1,Thursday,False,1,0
B00111,C6134,P776,Mumbai,Electrician,2026-01-01 19:00:31.537261,8-10 PM,509,1.02,9.9,64,Rescheduled,None,,4.2,New,Debit Card,1,Thursday,False,0,0
B00112,C6977,P587,Nagpur,Cleaning,2026-01-01 19:10:53.642145,6-8 PM,942,2.61,14.5,101,Cancelled,Slot Not Available,,4.2,New,UPI,1,Thursday,False,0,1
B00113,C8721,P312,Hyderabad,Plumbing,2026-01-01 19:21:15.747029,12-2 PM,568,5.56,13.1,59,Completed,None,3.7,3.4,New,Credit Card,1,Thursday,False,1,0
B00114,C8035,P865,Hyderabad,Cleaning,2026-01-01 19:31:37.851914,12-2 PM,804,1.08,9.8,128,Completed,None,4.4,4.8,Returning,UPI,1,Thursday,False,1,0
B00115,C2484,P256,Nagpur,Electrician,2026-01-01 19:41:59.956798,12-2 PM,421,3.29,6.7,120,Completed,None,4.3,4.8,Returning,Cash,1,Thursday,False,1,0
B00116,C8858,P788,Nagpur,Salon,2026-01-01 19:52:22.061682,2-4 PM,721,3.33,10.9,109,Completed,None,4.6,4.4,New,UPI,1,Thursday,False,1,0
B00117,C1863,P174,Delhi,Plumbing,2026-01-01 20:02:44.166566,12-2 PM,699,9.11,6.2,112,Completed,None,4.4,4.8,Returning,UPI,1,Thursday,False,1,0
B00118,C3790,P534,Pune,Appliance Repair,2026-01-01 20:13:06.271450,10-12 PM,1085,6.93,13.2,64,Completed,None,4.2,4.7,Returning,UPI,1,Thursday,False,1,0
B00119,C8408,P277,Hyderabad,AC Repair,2026-01-01 20:23:28.376335,4-6 PM,1094,4.64,12.0,153,Cancelled,Slot Not Available,,4.6,New,UPI,1,Thursday,False,0,1
B00120,C9755,P895,Pune,Cleaning,2026-01-01 20:33:50.481219,6-8 PM,831,2.85,16.1,99,Completed,None,4.9,4.5,Returning,Credit Card,1,Thursday,False,1,0
B00121,C6116,P941,Delhi,Appliance Repair,2026-01-01 20:44:12.586103,2-4 PM,1047,2.16,7.0,92,Completed,None,4.5,4.0,Returning,Debit Card,1,Thursday,False,1,0
B00122,C7019,P744,Nagpur,Salon,2026-01-01 20:54:34.690987,10-12 PM,926,3.18,3.5,86,Completed,None,4.8,4.3,Returning,UPI,1,Thursday,False,1,0
B00123,C2757,P736,Pune,Electrician,2026-01-01 21:04:56.795871,6-8 PM,644,2.88,18.3,103,Completed,None,4.1,3.7,New,UPI,1,Thursday,False,1,0
B00124,C8574,P411,Hyderabad,Salon,2026-01-01 21:15:18.900756,6-8 PM,921,3.16,13.0,61,Completed,None,4.2,4.9,Returning,UPI,1,Thursday,False,1,0
B00125,C7374,P931,Pune,Salon,2026-01-01 21:25:41.005640,6-8 PM,777,6.3,13.1,52,Completed,None,4.5,4.1,Returning,Debit Card,1,Thursday,False,1,0
B00126,C7892,P226,Nagpur,Plumbing,2026-01-01 21:36:03.110524,4-6 PM,846,3.32,12.6,61,Completed,None,3.9,4.3,Returning,Credit Card,1,Thursday,False,1,0
B00127,C2678,P476,Delhi,Cleaning,2026-01-01 21:46:25.215408,6-8 PM,797,1.04,9.7,68,Completed,None,4.3,4.3,New,Cash,1,Thursday,False,1,0
B00128,C4242,P444,Nagpur,Appliance Repair,2026-01-01 21:56:47.320292,6-8 PM,985,0.83,7.0,75,Completed,None,4.4,4.6,Returning,Debit Card,1,Thursday,False,1,0
B00129,C5636,P324,Nagpur,Salon,2026-01-01 22:07:09.425177,8-10 PM,1028,2.45,15.3,57,Completed,None,4.9,4.5,Returning,UPI,1,Thursday,False,1,0
B00130,C2059,P116,Mumbai,Cleaning,2026-01-01 22:17:31.530061,4-6 PM,888,1.03,12.8,134,Completed,None,4.8,5.0,Returning,Debit Card,1,Thursday,False,1,0
B00131,C7668,P596,Bengaluru,Salon,2026-01-01 22:27:53.634945,2-4 PM,1016,0.5,5.9,57,Completed,None,4.6,3.5,New,UPI,1,Thursday,False,1,0
B00132,C4157,P572,Delhi,Electrician,2026-01-01 22:38:15.739829,8-10 AM,655,4.5,11.4,63,Completed,None,4.8,4.6,Returning,UPI,1,Thursday,False,1,0
B00133,C6915,P964,Hyderabad,Appliance Repair,2026-01-01 22:48:37.844713,6-8 PM,917,6.38,12.8,105,Completed,None,4.8,4.2,New,UPI,1,Thursday,False,1,0
B00134,C3693,P410,Bengaluru,Plumbing,2026-01-01 22:58:59.949597,10-12 PM,571,3.25,9.8,149,Completed,None,5.0,3.7,Returning,UPI,1,Thursday,False,1,0
B00135,C4627,P857,Mumbai,Salon,2026-01-01 23:09:22.054482,6-8 PM,672,3.57,9.3,89,Completed,None,4.6,4.6,New,UPI,1,Thursday,False,1,0
B00136,C6450,P236,Mumbai,AC Repair,2026-01-01 23:19:44.159366,2-4 PM,1229,2.99,7.5,95,Completed,None,4.5,4.2,Returning,Credit Card,1,Thursday,False,1,0
B00137,C2663,P574,Delhi,Electrician,2026-01-01 23:30:06.264250,6-8 PM,593,7.26,14.6,52,Completed,None,4.7,4.2,Returning,Credit Card,1,Thursday,False,1,0
B00138,C6592,P316,Delhi,Salon,2026-01-01 23:40:28.369134,4-6 PM,622,2.76,13.9,67,Completed,None,4.3,4.7,New,UPI,1,Thursday,False,1,0
B00139,C8392,P295,Hyderabad,Salon,2026-01-01 23:50:50.474018,2-4 PM,611,1.63,7.4,86,Completed,None,4.1,4.2,New,Credit Card,1,Thursday,False,1,0
B00140,C2306,P300,Hyderabad,AC Repair,2026-01-02 00:01:12.578903,12-2 PM,1400,7.63,10.7,146,Completed,None,4.8,4.2,Returning,UPI,1,Friday,False,1,0
B00141,C7776,P465,Pune,Appliance Repair,2026-01-02 00:11:34.683787,8-10 AM,792,4.63,7.0,98,Completed,None,3.9,4.6,Returning,Debit Card,1,Friday,False,1,0
B00142,C6864,P818,Bengaluru,Plumbing,2026-01-02 00:21:56.788671,8-10 AM,709,4.39,8.1,54,Completed,None,4.2,4.1,Returning,UPI,1,Friday,False,1,0
B00143,C8526,P627,Bengaluru,Cleaning,2026-01-02 00:32:18.893555,2-4 PM,518,8.71,11.4,61,Completed,None,3.9,4.9,Returning,UPI,1,Friday,False,1,0
B00144,C9901,P499,Pune,Cleaning,2026-01-02 00:42:40.998439,8-10 PM,865,3.1,14.1,67,Completed,None,4.5,4.7,Returning,UPI,1,Friday,False,1,0
B00145,C6575,P624,Nagpur,Cleaning,2026-01-02 00:53:03.103324,4-6 PM,774,1.72,7.1,88,Completed,None,5.0,4.2,New,Debit Card,1,Friday,False,1,0
B00146,C6530,P689,Delhi,Appliance Repair,2026-01-02 01:03:25.208208,6-8 PM,1062,1.14,12.0,144,Completed,None,4.3,4.0,New,Cash,1,Friday,False,1,0
